Date,Close,High,Low,Open,Volume
2010-01-04,6.418383598327637,6.433079146557626,6.369498276526275,6.400988794222488,493729600
2010-01-05,6.42948055267334,6.465769747557289,6.395590295926477,6.436078733715388,601904800
2010-01-06,6.327211380004883,6.454973360062211,6.320613198722003,6.429480787347484,552160000
2010-01-07,6.31551456451416,6.358102427531469,6.269628411514306,6.350604493827066,477131200
2010-01-08,6.3575005531311035,6.3581007880963805,6.2699275130102485,6.307115652900345,447610800
2010-01-11,6.301417827606201,6.388091513614768,6.251632363057832,6.382093168386391,462229600
2010-01-12,6.229739665985107,6.291221916193658,6.190751615367001,6.2738263110810175,594459600
2010-01-13,6.31761360168457,6.326011286922714,6.121172956085718,6.2342393869286985,605892000
2010-01-14,6.281022548675537,6.311913621726406,6.2687263431529425,6.301416919512999,432894000
2010-01-15,6.176054954528809,6.346104441786268,6.174255450919604,6.326009984816826,594067600
2010-01-19,6.449275493621826,6.4537742542593675,6.21534594682567,6.248035739520605,730007600
2010-01-20,6.350003719329834,6.464568918763532,6.283123366073346,6.445374612955087,612152800
2010-01-21,6.240235805511475,6.397389264705099,6.214443718988294,6.360500638690358,608154400
2010-01-22,5.930729866027832,6.223142475736213,5.913035543185216,6.201549227334779,881767600
2010-01-25,6.090280532836914,6.139165445176153,6.003906362920053,6.0734855664759575,1065699600
2010-01-26,6.176355838775635,6.40938638714445,6.075586023425096,6.17665575609079,1867110000
2010-01-27,6.2345380783081055,6.315513344126092,5.984112346480525,6.20364699783895,1722568400
2010-01-28,5.976912975311279,6.163157553564718,5.959218661235868,6.1460630738934565,1173502400
2010-01-29,5.760079860687256,6.064189192320408,5.705796031258827,6.03059925593936,1245952400
2010-02-01,5.840156555175781,5.87824525608362,5.73728731124516,5.769377665419896,749876400
2010-02-02,5.874046325683594,5.887842522963782,5.799668829421823,5.875546312768158,698342400
2010-02-03,5.975114822387695,6.004206397139721,5.830857818977746,5.853351213793034,615328000
2010-02-04,5.759780406951904,5.949323335448681,5.745384376553396,5.900137699101042,757652000
2010-02-05,5.862048625946045,5.878244159103058,5.723789962938904,5.7771744380537005,850306800
2010-02-08,5.821863174438477,5.9346297132645045,5.818264165671394,5.868949404960288,478270800
2010-02-09,5.883944034576416,5.923232006738163,5.840756736383124,5.890841733305046,632886800
2010-02-10,5.851851940155029,5.896239298041465,5.826059854416686,5.874944770320464,370361600
2010-02-11,5.958320617675781,5.9907112865384375,5.8200619419817405,5.844654760831028,550345600
2010-02-12,6.0096049308776855,6.047393706175695,5.863248506021545,5.941524911632913,655468800
2010-02-16,6.1001787185668945,6.108875920105584,6.043795465737185,6.056391592293472,543737600
2010-02-17,6.074685573577881,6.127469409807237,6.023999956904297,6.123870402676077,436396800
2010-02-18,6.086082458496094,6.1148741190475935,6.02580028210031,6.047093609682568,422825200
2010-02-19,6.048293590545654,6.094180136204051,6.031498622313618,6.053992419620312,415469600
2010-02-22,6.010807037353516,6.073188657900949,5.973918396876256,6.068390379723286,390563600
2010-02-23,5.910033226013184,6.0380950723448255,5.869545603735733,5.9982068840667955,575094800
2010-02-24,6.018004417419434,6.041397170718063,5.9334289229317605,5.9451257000047875,460566400
2010-02-25,6.058190822601318,6.08398290916739,5.904936688411532,5.91963223546759,665126000
2010-02-26,6.136767387390137,6.153262438852178,6.058191055071087,6.069587512313919,507460800
