Date,Close,High,Low,Open,Volume
2010-01-04,23.17333984375,23.285649764620736,22.90379489118174,22.926257446595137,38409100
2010-01-05,23.180835723876953,23.285659598644006,22.941240744007228,23.098475842108442,49749600
2010-01-06,23.03856086730957,23.27066816203485,22.851377242638087,23.120920691058572,58182400
2010-01-07,22.798978805541992,22.98616253488766,22.604307555650674,22.933749891068118,50559700
2010-01-08,22.956214904785156,23.120936090088655,22.641746148770345,22.671696234152076,51197400
2010-01-11,22.664199829101562,23.031079662629537,22.55188990913963,22.99364207057682,68754700
2010-01-12,22.514453887939453,22.7615363003341,22.394656441208603,22.574352611304874,65912100
2010-01-13,22.72410774230957,22.851392750591256,22.469537725746203,22.656721477448755,51863500
2010-01-14,23.180835723876953,23.285659598644006,22.65672206243661,22.69415824250423,63228100
2010-01-15,23.105960845947266,23.39047949651465,22.993649461785214,23.2706820196338,79913200
2010-01-19,23.28565788269043,23.390480321634236,22.971189137760383,23.023600357232286,46575700
2010-01-20,22.90380096435547,23.165858467939785,22.69415467586831,23.06852213010348,54849500
2010-01-21,22.469526290893555,23.001127189707113,22.462038773264045,22.918767351978428,73086700
2010-01-22,21.683359146118164,22.611791555855394,21.5935117697554,22.462044024453053,102004600
2010-01-25,21.95290756225586,22.207477548565663,21.788186394448907,21.893008825953466,63373000
2010-01-26,22.08767318725586,22.34973061238529,21.78069208093506,21.86305335320096,66639900
2010-01-27,22.214969635009766,22.327279610147766,21.728292124012548,21.97537464055568,63949500
2010-01-28,21.83310890197754,22.364711407329473,21.630950142417014,22.342248846901043,117513700
2010-01-29,21.099346160888672,22.402144496343134,20.710003735645294,22.38716945811879,193888500
2010-02-01,21.271562576293945,21.323973801101133,20.90468257454487,21.256587532606527,85931100
2010-02-02,21.308998107910156,21.3389481943721,21.069403128609494,21.24161326956823,54413700
2010-02-03,21.436275482177734,21.556074357246622,21.054422012520096,21.15924442159488,61397900
2010-02-04,20.84478187561035,21.33894684622235,20.82231931218303,21.249098020611697,77850000
2010-02-05,20.979551315307617,21.17422255209223,20.64262005393071,20.964576275224548,80960100
2010-02-08,20.754928588867188,21.02447357966362,20.642618652068116,20.97206237103061,52820600
2010-02-09,20.972063064575195,21.21914550494348,20.777391834573155,20.942112985452553,59195800
2010-02-10,20.957080841064453,21.144264487120513,20.8447709390504,20.98703090992041,48591300
2010-02-11,21.05441665649414,21.264061421312253,20.73994808116912,20.9121566888691,65993700
2010-02-12,20.91217041015625,21.009505339387335,20.65011285408962,20.82232157478243,81117200
2010-02-16,21.325897216796875,21.340942285608786,21.077659320507248,21.1604043294193,51935600
2010-02-17,21.506433486938477,21.55156725807016,21.333419501953095,21.461299715806792,45882900
2010-02-18,21.792280197143555,21.837415398039763,21.44625226559864,21.506431098683695,42856500
2010-02-19,21.641836166381836,21.75467131124107,21.581657326805132,21.65688123497019,44451800
2010-02-22,21.61174774169922,21.76971810484093,21.551568897354,21.6944941907152,36707100
2010-02-23,21.310848236083984,21.686966278679733,21.130311747811202,21.574131152856303,52266200
2010-02-24,21.536527633666992,21.656886778405006,21.348468532505894,21.45378260480452,43165900
2010-02-25,21.513946533203125,21.55155775342949,21.077649778607324,21.26570874929131,48735300
2010-02-26,21.566617965698242,21.702020749273572,21.446260254692856,21.551572893128295,40370600
2010-03-01,21.82989501953125,21.852461187430457,21.461299451151714,21.641835968228833,43805400
2010-03-02,21.408647537231445,22.040526236334646,21.24315604357188,21.87503474267508,93123900
2010-03-03,21.408647537231445,21.521484146539017,21.325902507790207,21.446260218593,48442100
2010-03-04,21.536527633666992,21.551572706106377,21.26572350364342,21.40864738748636,42890600
2010-03-05,21.506433486938477,21.57413486102436,21.37855327308478,21.559089792388225,56001800
2010-03-08,21.536527633666992,21.762199415926556,21.438737532365135,21.45378260480452,39414500
2010-03-09,21.664400100708008,21.897594335453096,21.476341067074166,21.483863600592706,50271600
2010-03-10,21.792280197143555,21.897594231124813,21.664399997490747,21.709535198386956,44891400
2010-03-11,21.950254440307617,21.957776975130162,21.702016530270818,21.732105234784193,35349700
2010-03-12,22.0179500579834,22.100695049827735,21.84493610666399,22.05556128747842,31700200
2010-03-15,22.033000946044922,22.09317979000544,21.82237427479469,21.9502544975579,37512000
2010-03-16,22.093172073364258,22.183439590388247,21.965291895266677,22.130783299661534,36723500
2010-03-17,22.288753509521484,22.469291423957237,22.115739562528322,22.19096345441382,50385700
2010-03-18,22.273717880249023,22.35646289974842,22.190971425972716,22.28876151620906,43845200
2010-03-19,22.258668899536133,22.49186171588835,22.078132386736673,22.38654910878283,81332100
2010-03-22,22.266191482543945,22.34141538840329,22.108221136761646,22.190967576684596,37718200
2010-03-23,22.476816177368164,22.4918612451474,22.123265693215902,22.258668433675766,42026600
2010-03-24,22.303808212280273,22.45425606105945,22.266196967473988,22.35646452891988,33987700
2010-03-25,22.574600219726562,22.995851934837955,22.416629929824694,22.439197524032434,73168700
2010-03-26,22.31132698059082,22.717535242833957,22.25867067284303,22.6347887965007,55595500
2010-03-29,22.258668899536133,22.43168287828853,22.22857876334789,22.34893643854753,33336000
2010-03-30,22.394073486328125,22.461774863548236,22.19096935466779,22.288759435776406,34954800
2010-03-31,22.033000946044922,22.35646133559721,21.942731962715733,22.29628249163669,63760000
2010-04-01,21.935203552246094,22.221054060572428,21.5289968230145,22.07812880640926,74768100
2010-04-05,22.0179500579834,22.138307714099195,21.837413573809698,21.912636032799746,34331200
2010-04-06,22.055566787719727,22.25114838637636,21.799806345997727,21.92768656685873,47366800
2010-04-07,22.078134536743164,22.236103462784726,21.9201641759248,21.935209245484035,58318800
2010-04-08,22.506906509399414,22.552040278354482,22.04051944760821,22.055564515518782,63713800
2010-04-09,22.822843551635742,22.875499849447234,22.491859263536565,22.52947192967085,54752500
2010-04-12,22.807802200317383,22.935682416451193,22.725055756119993,22.755145893928766,37068800
2010-04-13,22.905593872070312,22.943205109815047,22.66487707226306,22.679922141271653,41374600
2010-04-14,23.183921813964844,23.319324573309647,23.063564124497653,23.161355643925265,68941200
2010-04-15,23.22152328491211,23.28170210061108,23.101164218738024,23.18391062836516,52745400
2010-04-16,23.071077346801758,23.304270096669146,23.018421058261662,23.16134629485353,88703100
2010-04-19,23.349401473999023,23.507370313815372,23.13877491946787,23.146297450141414,64970300
2010-04-20,23.590129852294922,23.650308696417028,23.417114420014148,23.48481579899862,52199500
2010-04-21,23.56755828857422,23.6954384901981,23.492334387364306,23.56755828857422,55343100
2010-04-22,23.61269760131836,23.718011661658046,23.24410197707174,23.349416037411427,84847600
2010-04-23,23.289228439331055,23.755615442059533,23.05603565535505,23.40958753259684,126766600
2010-04-26,23.402061462402344,23.529941634565382,23.214002470090595,23.319315046656776,63649300
2010-04-27,23.20648765563965,23.507381856446823,23.131263746743674,23.281711564535623,68730900
2010-04-28,23.251615524291992,23.319316881633682,23.03346782212816,23.259138056749553,64557900
2010-04-29,23.319316864013672,23.642778585562596,23.071079032207162,23.26666057162689,52665200
2010-04-30,22.97329330444336,23.37950008987573,22.958248236707476,23.37197755600779,63214800
2010-05-03,23.214008331298828,23.364454702268056,23.003381690209977,23.071083059317946,43989500
